STATISTIC,Statistic Label,TLIST(M1),Month,C02596V03150,Industry Sector NACE Rev 2,UNIT,VALUE
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,27,Electrical equipment (27),Base 2021=100,99.41454031
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0981499
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,31,Furniture (31),Base 2021=100,92.39634964
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,V0800,Mining and quarrying (05 to 09),Base 2021=100,91.61040277
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,10,Food products (10),Base 2021=100,99.90356875
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,13,Textiles (13),Base 2021=100,99.72947394
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,14,Wearing apparel (14),Base 2021=100,99.79049941
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,16,"Wood and wood products, except furniture (16)",Base 2021=100,79.8806481
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,17,Paper and paper products (17),Base 2021=100,99.453925
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,20,Chemicals and chemical products (20),Base 2021=100,99.15976278
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,22,Rubber and plastic products (22),Base 2021=100,94.95957788
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,23,Other non-metallic mineral products (23),Base 2021=100,98.79968392
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,24,Basic metals (24),Base 2021=100,95.77254217
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,97.54661596
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,27,Electrical equipment (27),Base 2021=100,99.61810102
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0982001
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,31,Furniture (31),Base 2021=100,96.74896015
WPM40C02,Export Industrial Price Index (Excl VAT),202102,2021 February,V0800,Mining and quarrying (05 to 09),Base 2021=100,96.94826526
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,10,Food products (10),Base 2021=100,99.68698052
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,13,Textiles (13),Base 2021=100,99.73757893
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,14,Wearing apparel (14),Base 2021=100,99.83490619
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,16,"Wood and wood products, except furniture (16)",Base 2021=100,80.93982975
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,17,Paper and paper products (17),Base 2021=100,100.0603141
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,20,Chemicals and chemical products (20),Base 2021=100,99.45548188
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,22,Rubber and plastic products (22),Base 2021=100,95.7654556
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,23,Other non-metallic mineral products (23),Base 2021=100,100.8221636
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,24,Basic metals (24),Base 2021=100,98.19021259
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,98.29019964
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,27,Electrical equipment (27),Base 2021=100,99.84355941
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0982454
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,31,Furniture (31),Base 2021=100,97.15141316
WPM40C02,Export Industrial Price Index (Excl VAT),202103,2021 March,V0800,Mining and quarrying (05 to 09),Base 2021=100,94.45453669
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,10,Food products (10),Base 2021=100,99.14176547
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,13,Textiles (13),Base 2021=100,99.73191176
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,14,Wearing apparel (14),Base 2021=100,99.80385611
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,16,"Wood and wood products, except furniture (16)",Base 2021=100,80.76831123
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,17,Paper and paper products (17),Base 2021=100,99.65215836
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,20,Chemicals and chemical products (20),Base 2021=100,99.37717424
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,22,Rubber and plastic products (22),Base 2021=100,97.19090028
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,23,Other non-metallic mineral products (23),Base 2021=100,101.0958144
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,24,Basic metals (24),Base 2021=100,94.85161537
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,97.80320655
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,27,Electrical equipment (27),Base 2021=100,99.72568535
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0982206
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,31,Furniture (31),Base 2021=100,96.87001015
WPM40C02,Export Industrial Price Index (Excl VAT),202104,2021 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,94.17905619
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,10,Food products (10),Base 2021=100,98.93136493
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,13,Textiles (13),Base 2021=100,99.73541116
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,14,Wearing apparel (14),Base 2021=100,100.132168
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,99.73715917
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,17,Paper and paper products (17),Base 2021=100,99.90418937
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,20,Chemicals and chemical products (20),Base 2021=100,99.30067841
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,22,Rubber and plastic products (22),Base 2021=100,97.45772631
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,23,Other non-metallic mineral products (23),Base 2021=100,101.4900291
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,24,Basic metals (24),Base 2021=100,96.54629434
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,98.04063992
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,27,Electrical equipment (27),Base 2021=100,99.70024581
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0982401
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,31,Furniture (31),Base 2021=100,97.0437726
WPM40C02,Export Industrial Price Index (Excl VAT),202105,2021 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,98.2856982
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,10,Food products (10),Base 2021=100,98.88044898
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,13,Textiles (13),Base 2021=100,100.138042
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,14,Wearing apparel (14),Base 2021=100,100.1298695
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,101.3210622
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,17,Paper and paper products (17),Base 2021=100,99.87731772
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,20,Chemicals and chemical products (20),Base 2021=100,99.3198964
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,22,Rubber and plastic products (22),Base 2021=100,97.58243159
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,23,Other non-metallic mineral products (23),Base 2021=100,100.5351236
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,24,Basic metals (24),Base 2021=100,96.49182802
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,98.55586001
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,27,Electrical equipment (27),Base 2021=100,99.58242278
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0981789
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,31,Furniture (31),Base 2021=100,97.0252464
WPM40C02,Export Industrial Price Index (Excl VAT),202106,2021 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,99.70437398
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,10,Food products (10),Base 2021=100,100.048512
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,13,Textiles (13),Base 2021=100,100.1431524
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,14,Wearing apparel (14),Base 2021=100,100.1613528
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.7718246
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,17,Paper and paper products (17),Base 2021=100,100.2453744
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,20,Chemicals and chemical products (20),Base 2021=100,99.78515547
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,22,Rubber and plastic products (22),Base 2021=100,102.5259109
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,23,Other non-metallic mineral products (23),Base 2021=100,100.9052041
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,24,Basic metals (24),Base 2021=100,100.8342909
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,99.27791049
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,27,Electrical equipment (27),Base 2021=100,100.1977314
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,99.7076516
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,31,Furniture (31),Base 2021=100,102.703104
WPM40C02,Export Industrial Price Index (Excl VAT),202107,2021 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.7446335
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,10,Food products (10),Base 2021=100,100.5485729
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,13,Textiles (13),Base 2021=100,100.1448532
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,14,Wearing apparel (14),Base 2021=100,100.0837299
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.17604
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,17,Paper and paper products (17),Base 2021=100,100.3678625
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,20,Chemicals and chemical products (20),Base 2021=100,99.86257924
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,22,Rubber and plastic products (22),Base 2021=100,102.655095
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,23,Other non-metallic mineral products (23),Base 2021=100,98.62005837
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,24,Basic metals (24),Base 2021=100,103.9744116
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,101.0568301
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,27,Electrical equipment (27),Base 2021=100,100.24544
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,99.70783254
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,31,Furniture (31),Base 2021=100,103.589884
WPM40C02,Export Industrial Price Index (Excl VAT),202108,2021 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.983372
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,10,Food products (10),Base 2021=100,100.6168284
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,13,Textiles (13),Base 2021=100,100.2278485
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,14,Wearing apparel (14),Base 2021=100,100.0625929
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,112.13881
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,17,Paper and paper products (17),Base 2021=100,100.1207604
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,20,Chemicals and chemical products (20),Base 2021=100,99.76415812
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,22,Rubber and plastic products (22),Base 2021=100,102.4554286
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,23,Other non-metallic mineral products (23),Base 2021=100,99.71243274
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,24,Basic metals (24),Base 2021=100,103.9933277
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,102.5344972
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,27,Electrical equipment (27),Base 2021=100,100.1617888
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,99.70781352
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,31,Furniture (31),Base 2021=100,103.4195195
WPM40C02,Export Industrial Price Index (Excl VAT),202109,2021 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,98.99050122
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,10,Food products (10),Base 2021=100,100.9450337
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,13,Textiles (13),Base 2021=100,100.2340271
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,14,Wearing apparel (14),Base 2021=100,100.1006568
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,16,"Wood and wood products, except furniture (16)",Base 2021=100,116.6441647
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,17,Paper and paper products (17),Base 2021=100,100.6395664
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,20,Chemicals and chemical products (20),Base 2021=100,100.1185715
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,22,Rubber and plastic products (22),Base 2021=100,103.7210671
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,23,Other non-metallic mineral products (23),Base 2021=100,99.74061748
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,24,Basic metals (24),Base 2021=100,105.1879056
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,103.1491533
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,27,Electrical equipment (27),Base 2021=100,100.3847361
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953518
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,31,Furniture (31),Base 2021=100,104.328879
WPM40C02,Export Industrial Price Index (Excl VAT),202110,2021 October,V0800,Mining and quarrying (05 to 09),Base 2021=100,110.3906861
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,10,Food products (10),Base 2021=100,101.6008303
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,13,Textiles (13),Base 2021=100,100.2297059
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,14,Wearing apparel (14),Base 2021=100,100.0740355
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,16,"Wood and wood products, except furniture (16)",Base 2021=100,117.5006052
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,17,Paper and paper products (17),Base 2021=100,100.3276604
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,20,Chemicals and chemical products (20),Base 2021=100,100.3431836
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,22,Rubber and plastic products (22),Base 2021=100,105.5906886
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,23,Other non-metallic mineral products (23),Base 2021=100,99.76785581
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,24,Basic metals (24),Base 2021=100,105.0632561
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,102.8348499
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,27,Electrical equipment (27),Base 2021=100,100.5016318
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953279
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,31,Furniture (31),Base 2021=100,104.3381033
WPM40C02,Export Industrial Price Index (Excl VAT),202111,2021 November,V0800,Mining and quarrying (05 to 09),Base 2021=100,107.9321093
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,10,Food products (10),Base 2021=100,100.3152563
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,13,Textiles (13),Base 2021=100,100.2308444
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,14,Wearing apparel (14),Base 2021=100,100.0803162
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,16,"Wood and wood products, except furniture (16)",Base 2021=100,117.3993229
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,17,Paper and paper products (17),Base 2021=100,100.5328238
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,20,Chemicals and chemical products (20),Base 2021=100,100.6197429
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,22,Rubber and plastic products (22),Base 2021=100,105.6925669
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,23,Other non-metallic mineral products (23),Base 2021=100,99.81400046
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,24,Basic metals (24),Base 2021=100,105.7365873
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,104.1034799
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,27,Electrical equipment (27),Base 2021=100,100.6248429
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953336
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,31,Furniture (31),Base 2021=100,104.388726
WPM40C02,Export Industrial Price Index (Excl VAT),202112,2021 December,V0800,Mining and quarrying (05 to 09),Base 2021=100,103.7737273
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,10,Food products (10),Base 2021=100,104.3074529
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,13,Textiles (13),Base 2021=100,99.71004806
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,14,Wearing apparel (14),Base 2021=100,100.1302272
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,16,"Wood and wood products, except furniture (16)",Base 2021=100,118.4167276
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,17,Paper and paper products (17),Base 2021=100,101.1199229
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,20,Chemicals and chemical products (20),Base 2021=100,100.3643154
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,22,Rubber and plastic products (22),Base 2021=100,106.2539233
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,23,Other non-metallic mineral products (23),Base 2021=100,100.465675
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,24,Basic metals (24),Base 2021=100,107.5071775
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,104.1789156
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,27,Electrical equipment (27),Base 2021=100,112.17684
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953782
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,31,Furniture (31),Base 2021=100,104.7910103
WPM40C02,Export Industrial Price Index (Excl VAT),202201,2022 January,V0800,Mining and quarrying (05 to 09),Base 2021=100,108.1037186
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,10,Food products (10),Base 2021=100,106.0355141
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,13,Textiles (13),Base 2021=100,99.70859767
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,14,Wearing apparel (14),Base 2021=100,100.1212919
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,16,"Wood and wood products, except furniture (16)",Base 2021=100,118.2598482
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,17,Paper and paper products (17),Base 2021=100,101.9642152
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,20,Chemicals and chemical products (20),Base 2021=100,100.5151321
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,22,Rubber and plastic products (22),Base 2021=100,106.3282067
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,23,Other non-metallic mineral products (23),Base 2021=100,100.5245027
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,24,Basic metals (24),Base 2021=100,108.52665
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,104.1074959
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,27,Electrical equipment (27),Base 2021=100,112.2136318
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953703
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,31,Furniture (31),Base 2021=100,104.744501
WPM40C02,Export Industrial Price Index (Excl VAT),202202,2022 February,V0800,Mining and quarrying (05 to 09),Base 2021=100,108.3889602
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,10,Food products (10),Base 2021=100,107.3242076
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,13,Textiles (13),Base 2021=100,99.70698214
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,14,Wearing apparel (14),Base 2021=100,100.1113391
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,16,"Wood and wood products, except furniture (16)",Base 2021=100,146.9123769
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,17,Paper and paper products (17),Base 2021=100,101.9338131
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,20,Chemicals and chemical products (20),Base 2021=100,101.2191367
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,22,Rubber and plastic products (22),Base 2021=100,113.3848799
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,23,Other non-metallic mineral products (23),Base 2021=100,100.5834032
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,24,Basic metals (24),Base 2021=100,109.7160873
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,108.7419235
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,27,Electrical equipment (27),Base 2021=100,112.4012188
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953614
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,31,Furniture (31),Base 2021=100,110.1622688
WPM40C02,Export Industrial Price Index (Excl VAT),202203,2022 March,V0800,Mining and quarrying (05 to 09),Base 2021=100,113.7214419
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,10,Food products (10),Base 2021=100,109.3920083
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,13,Textiles (13),Base 2021=100,99.71342294
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,14,Wearing apparel (14),Base 2021=100,100.1510187
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,16,"Wood and wood products, except furniture (16)",Base 2021=100,148.0686202
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,17,Paper and paper products (17),Base 2021=100,102.4149294
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,20,Chemicals and chemical products (20),Base 2021=100,101.4212312
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,22,Rubber and plastic products (22),Base 2021=100,114.0617927
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,23,Other non-metallic mineral products (23),Base 2021=100,107.0748355
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,24,Basic metals (24),Base 2021=100,113.3732774
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,109.4481311
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,27,Electrical equipment (27),Base 2021=100,112.5778806
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953967
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,31,Furniture (31),Base 2021=100,116.4873682
WPM40C02,Export Industrial Price Index (Excl VAT),202204,2022 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,126.3010376
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,10,Food products (10),Base 2021=100,111.2440216
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,13,Textiles (13),Base 2021=100,99.70160614
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,14,Wearing apparel (14),Base 2021=100,100.0782195
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,157.485604
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,17,Paper and paper products (17),Base 2021=100,101.5322358
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,20,Chemicals and chemical products (20),Base 2021=100,102.1827098
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,22,Rubber and plastic products (22),Base 2021=100,114.4955859
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,23,Other non-metallic mineral products (23),Base 2021=100,107.0932268
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,24,Basic metals (24),Base 2021=100,112.181714
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,111.1623649
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,27,Electrical equipment (27),Base 2021=100,112.6773266
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953317
