STATISTIC,Statistic Label,TLIST(M1),Month,C02596V03150,Industry Sector NACE Rev 2,UNIT,VALUE
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,20,Chemicals and chemical products (20),Base 2021=100,130.3552285
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,22,Rubber and plastic products (22),Base 2021=100,101.3289515
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,23,Other non-metallic mineral products (23),Base 2021=100,110.0886579
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,24,Basic metals (24),Base 2021=100,126.4600373
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,110.8013677
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,27,Electrical equipment (27),Base 2021=100,102.6618036
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,105.02652
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,31,Furniture (31),Base 2021=100,103.4819141
WPM40C01,Domestic Industrial Price Index (Excl VAT),202204,2022 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,100.5457793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,10,Food products (10),Base 2021=100,116.254242
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,13,Textiles (13),Base 2021=100,106.0270547
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,14,Wearing apparel (14),Base 2021=100,100.0366865
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,108.3717119
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,17,Paper and paper products (17),Base 2021=100,104.4884027
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,20,Chemicals and chemical products (20),Base 2021=100,131.2839198
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,22,Rubber and plastic products (22),Base 2021=100,102.2926498
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,23,Other non-metallic mineral products (23),Base 2021=100,111.146544
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,24,Basic metals (24),Base 2021=100,127.1497635
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,112.4860207
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,27,Electrical equipment (27),Base 2021=100,102.6618036
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.939607
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,31,Furniture (31),Base 2021=100,103.6197832
WPM40C01,Domestic Industrial Price Index (Excl VAT),202205,2022 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.259194
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,10,Food products (10),Base 2021=100,116.7498681
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,13,Textiles (13),Base 2021=100,106.6666176
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,14,Wearing apparel (14),Base 2021=100,100.0412961
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,108.4979897
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,17,Paper and paper products (17),Base 2021=100,106.5611365
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,20,Chemicals and chemical products (20),Base 2021=100,131.2852587
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,22,Rubber and plastic products (22),Base 2021=100,102.5586472
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,23,Other non-metallic mineral products (23),Base 2021=100,113.3335784
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,24,Basic metals (24),Base 2021=100,135.1695366
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.8269171
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,27,Electrical equipment (27),Base 2021=100,102.6618036
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.9265948
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,31,Furniture (31),Base 2021=100,103.6197832
WPM40C01,Domestic Industrial Price Index (Excl VAT),202206,2022 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.2622099
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,10,Food products (10),Base 2021=100,117.5660767
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,13,Textiles (13),Base 2021=100,106.6666176
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,14,Wearing apparel (14),Base 2021=100,100.0412961
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,108.9646093
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,17,Paper and paper products (17),Base 2021=100,106.2456637
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,20,Chemicals and chemical products (20),Base 2021=100,157.6674644
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,22,Rubber and plastic products (22),Base 2021=100,102.558908
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,23,Other non-metallic mineral products (23),Base 2021=100,116.9468059
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,24,Basic metals (24),Base 2021=100,126.235684
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.1809886
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.9265948
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,31,Furniture (31),Base 2021=100,103.6197832
WPM40C01,Domestic Industrial Price Index (Excl VAT),202207,2022 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.264453
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,10,Food products (10),Base 2021=100,119.8418317
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,13,Textiles (13),Base 2021=100,106.6666176
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,14,Wearing apparel (14),Base 2021=100,100.0412961
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.1681829
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,17,Paper and paper products (17),Base 2021=100,107.0561406
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,20,Chemicals and chemical products (20),Base 2021=100,157.6680498
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,22,Rubber and plastic products (22),Base 2021=100,102.5588873
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,23,Other non-metallic mineral products (23),Base 2021=100,120.2558624
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,24,Basic metals (24),Base 2021=100,123.7175827
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,116.1236448
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.5029323
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,31,Furniture (31),Base 2021=100,109.7896132
WPM40C01,Domestic Industrial Price Index (Excl VAT),202208,2022 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.2649677
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,10,Food products (10),Base 2021=100,128.8623319
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,13,Textiles (13),Base 2021=100,107.3396644
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,14,Wearing apparel (14),Base 2021=100,100.0412961
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.1807626
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,17,Paper and paper products (17),Base 2021=100,107.1319301
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,20,Chemicals and chemical products (20),Base 2021=100,157.7522857
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,22,Rubber and plastic products (22),Base 2021=100,102.5592931
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,23,Other non-metallic mineral products (23),Base 2021=100,121.0425056
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,24,Basic metals (24),Base 2021=100,123.7175351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,116.1363221
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.3199989
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,31,Furniture (31),Base 2021=100,109.8505168
WPM40C01,Domestic Industrial Price Index (Excl VAT),202209,2022 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.185408
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,10,Food products (10),Base 2021=100,128.2225168
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,13,Textiles (13),Base 2021=100,107.4035346
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,14,Wearing apparel (14),Base 2021=100,100.0412961
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.1694764
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,17,Paper and paper products (17),Base 2021=100,107.1685452
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,20,Chemicals and chemical products (20),Base 2021=100,158.2737164
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,22,Rubber and plastic products (22),Base 2021=100,102.4215558
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,23,Other non-metallic mineral products (23),Base 2021=100,122.8965283
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,24,Basic metals (24),Base 2021=100,124.4773621
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,116.1471261
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.9932878
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,31,Furniture (31),Base 2021=100,109.8515426
WPM40C01,Domestic Industrial Price Index (Excl VAT),202210,2022 October,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.1874324
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,10,Food products (10),Base 2021=100,128.2614084
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,13,Textiles (13),Base 2021=100,107.8937663
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,14,Wearing apparel (14),Base 2021=100,101.8021297
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.3643654
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,17,Paper and paper products (17),Base 2021=100,107.1103452
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,20,Chemicals and chemical products (20),Base 2021=100,158.3208593
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,22,Rubber and plastic products (22),Base 2021=100,102.4215265
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,23,Other non-metallic mineral products (23),Base 2021=100,124.1453599
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,24,Basic metals (24),Base 2021=100,125.1582841
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,116.0525865
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,107.9932878
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,31,Furniture (31),Base 2021=100,109.8515426
WPM40C01,Domestic Industrial Price Index (Excl VAT),202211,2022 November,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.1891217
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,10,Food products (10),Base 2021=100,128.230169
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,13,Textiles (13),Base 2021=100,107.8937663
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,14,Wearing apparel (14),Base 2021=100,101.8021297
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.3514256
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,17,Paper and paper products (17),Base 2021=100,107.1103452
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,20,Chemicals and chemical products (20),Base 2021=100,158.3208593
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,22,Rubber and plastic products (22),Base 2021=100,102.4215184
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,23,Other non-metallic mineral products (23),Base 2021=100,125.1384936
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,24,Basic metals (24),Base 2021=100,124.8315737
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,116.0440974
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,27,Electrical equipment (27),Base 2021=100,110.749494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,31,Furniture (31),Base 2021=100,109.8515426
WPM40C01,Domestic Industrial Price Index (Excl VAT),202212,2022 December,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.1894458
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,10,Food products (10),Base 2021=100,130.4034876
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,13,Textiles (13),Base 2021=100,108.2240489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,16,"Wood and wood products, except furniture (16)",Base 2021=100,109.7395088
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,17,Paper and paper products (17),Base 2021=100,107.784242
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,20,Chemicals and chemical products (20),Base 2021=100,158.3308567
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,22,Rubber and plastic products (22),Base 2021=100,102.4214341
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,23,Other non-metallic mineral products (23),Base 2021=100,125.6821102
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,24,Basic metals (24),Base 2021=100,122.7614255
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.9236671
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,31,Furniture (31),Base 2021=100,110.5573473
WPM40C01,Domestic Industrial Price Index (Excl VAT),202301,2023 January,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.190789
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,10,Food products (10),Base 2021=100,130.8264697
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,13,Textiles (13),Base 2021=100,108.2240489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.7984044
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,17,Paper and paper products (17),Base 2021=100,108.0071656
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,20,Chemicals and chemical products (20),Base 2021=100,160.2426415
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,22,Rubber and plastic products (22),Base 2021=100,102.4214377
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,23,Other non-metallic mineral products (23),Base 2021=100,125.763726
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,24,Basic metals (24),Base 2021=100,123.0283235
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.9120295
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,31,Furniture (31),Base 2021=100,112.6621783
WPM40C01,Domestic Industrial Price Index (Excl VAT),202302,2023 February,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.1967874
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,10,Food products (10),Base 2021=100,130.990996
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,13,Textiles (13),Base 2021=100,108.2240489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.4902209
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,17,Paper and paper products (17),Base 2021=100,107.0475376
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,20,Chemicals and chemical products (20),Base 2021=100,142.5595896
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,22,Rubber and plastic products (22),Base 2021=100,102.0848083
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,23,Other non-metallic mineral products (23),Base 2021=100,125.6952712
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,24,Basic metals (24),Base 2021=100,122.6653213
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.9591159
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,31,Furniture (31),Base 2021=100,112.6622568
WPM40C01,Domestic Industrial Price Index (Excl VAT),202303,2023 March,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.199362
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,10,Food products (10),Base 2021=100,131.2516269
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.3208344
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,17,Paper and paper products (17),Base 2021=100,107.2788721
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,20,Chemicals and chemical products (20),Base 2021=100,142.5596542
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,22,Rubber and plastic products (22),Base 2021=100,102.0848658
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,23,Other non-metallic mineral products (23),Base 2021=100,127.29854
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,24,Basic metals (24),Base 2021=100,121.2497717
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,124.2409373
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,31,Furniture (31),Base 2021=100,112.6622568
WPM40C01,Domestic Industrial Price Index (Excl VAT),202304,2023 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.1999322
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,10,Food products (10),Base 2021=100,130.8481255
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.7627465
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,17,Paper and paper products (17),Base 2021=100,107.0695555
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,20,Chemicals and chemical products (20),Base 2021=100,142.5567211
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,22,Rubber and plastic products (22),Base 2021=100,101.2336934
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,23,Other non-metallic mineral products (23),Base 2021=100,127.6696955
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,24,Basic metals (24),Base 2021=100,117.735439
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,124.2452628
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,31,Furniture (31),Base 2021=100,112.6622568
WPM40C01,Domestic Industrial Price Index (Excl VAT),202305,2023 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3016137
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,10,Food products (10),Base 2021=100,130.6629001
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.4697643
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,17,Paper and paper products (17),Base 2021=100,106.7297218
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,20,Chemicals and chemical products (20),Base 2021=100,140.633566
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,22,Rubber and plastic products (22),Base 2021=100,101.3049632
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,23,Other non-metallic mineral products (23),Base 2021=100,128.37879
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,24,Basic metals (24),Base 2021=100,117.8443909
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.1421788
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,27,Electrical equipment (27),Base 2021=100,110.824806
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,31,Furniture (31),Base 2021=100,112.6618407
WPM40C01,Domestic Industrial Price Index (Excl VAT),202306,2023 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3040385
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,10,Food products (10),Base 2021=100,130.5008926
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.4655316
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,17,Paper and paper products (17),Base 2021=100,105.0975912
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,20,Chemicals and chemical products (20),Base 2021=100,110.0577598
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,22,Rubber and plastic products (22),Base 2021=100,101.4068526
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,23,Other non-metallic mineral products (23),Base 2021=100,128.8476888
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,24,Basic metals (24),Base 2021=100,117.959065
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.3033493
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,110.3202237
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,31,Furniture (31),Base 2021=100,115.356589
WPM40C01,Domestic Industrial Price Index (Excl VAT),202307,2023 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3046876
